ID	Name	DC	Item	Value	Weight	Crafting	Requires	ValueNumber	WeightNumber	Multiplier	Misc	Description
wyrmling	Wyrmling	15	[Type] Dragon Breath Pouch	160 gp	7 lb.	[Type] Dragon's Wrath		160	7	1		"When the word ""dragon"" is uttered, people tend to think of three things: wings, scales, and breath. Located at the back of the dragon's throat is a basket sized sack of magical liquids that the dragon naturally produces. While the liquid and their resulting exhalation differ depending on the dragon, they all share the same destructive results. Harvesting one of these without rupturing them is almost as difficult as killing its host in the first place, but the result is a concentrated pouch of destruction. Use: May be thrown up to 15 feet, upon which the pouch explodes. Any target within 15 feet of the explosion must roll a saving throw or suffer the effects of the primary breath weapon that the pouch was harvested from. The saving throw type and DC, the damage type, and the damage amount are identical to the breath weapon of the dragon it was harvested from."
wyrmling	Wyrmling	20	[Type] Secondary Dragon Breath Pouch (Metallic Dragons only)	160 gp	7 lb.	[Type] Dragon's Mercy		160	7	1		The metallic dragons are considered to be less violent than their chromatic cousins and this is reflected in their alternate breath weapons. While their primary breath weapons mimic those of the chromatics, all metallics dragons wield a secondary, much less harmful breath weapon. This too can be harvested and used for similar purposes as the primary dragon breath pouch. Use: May be thrown up to 15 feet, upon which the pouch explodes. Any target within 15 feet of the explosion must roll a saving throw or suffer the effects of the secondary breath weapon that the pouch was harvested from. The saving throw type, DC, and the effect are identical to the secondary breath weapon of the dragon it was harvested from.
dragon-turtle	Dragon Turtle	10	Dragon Turtle Blood (1,000 gallons)	1 gp	9 lb.	Ocean Master Paint		1	9	1		An old sailor's adage held that the dragon turtle was the king of the ocean and that no denizen of the deeps would dare to approach them without permission. As such, it became a common good luck ritual to mix dragon turtle blood with tar and coat important ships with it. Later research found that this ritual was more than just a folk tale and that certain aquatic creatures have developed an instinctual revulsion when they smell a dragon turtle nearby.
dragon-turtle	Dragon Turtle	15	Dragon Turtle Plastron (3 large pouches of shards) 	400 gp	20 lb.	Dragon Turtle Jelly		400	20	1		The plastron of the dragon turtle is the cartilage-like substance that protects the underbelly of the dragon turtle. Not nearly as tough as the shell of the dragon turtle, it nonetheless has its uses. When ground up, mixed with herbs, and set into a jelly, it creates a life-saving (if unpalatable) medicine.
dragon-turtle	Dragon Turtle	20	Steam Ventral	3,000 gp	30 lb.			3000	30	1		A basket sized organ located alongside the lungs. When the dragon turtle inhales water, some is stored inside this organ, where it reacts with enzymes that rapidly accelerate heating. While it appears nominally that this organ is meant to provide the dragon turtle with warmth during its deep sea dives, it doubles as a defense mechanism, allowing the dragon turtle to spit jets of scalding steam from its mouth. When harvested, it maintains this property, but lacks both the muscular support for long ranges and the ability to refill on enzymes, giving it a short shelf life. Use: As an action, a creature may squeeze the steam ventral to release a 30-foot cone of scalding steam. Each creature in that area must make a DC 18 Constitution saving throw, taking 15d6 fire damage on a failed save, or half as much damage on a successful one. Being underwater doesn't grant resistsance against this damage. This ability can only be used within 48 hours of the dragon turtle's death. Once used, the steam ventral is emptied out and rendered useless.
dragon-turtle	Dragon Turtle	25	Dragon Turtle Shell Shard	6,000 gp	10 lb.	Shield, +3 (DMG)		6000	10	1		Almost thicker than the scales of an ancient dragon, the shell of a dragon turtle is able to deflect almost anything the sea can throw at it. Although it can be difficult to find one that is suitable, a shard of a dragon turtle's shell can make for one of the finest shields known outside of legends.
drider	Drider	10	Drider Oil	4 gp	1 lb.		vial	4	1	4	 (4 vials)	Anybody who has observed a spider will notice that they do not stick to their own webs, and a drider is no exception. For the drider, this comes in the form of a gland that secretes an oily substance that covers the almost invisible hairs on their legs. This oil prevents them from sticking to any sort of webbing and also contributes to the black sheen on their bodies. Use: 1 vial contains enough oil to cover one medium or smaller sized creature. A creature covered by this oil gains the drider's web walker feature for the next hour.
drider	Drider	15	Drider Poison	20 gp	1 lb.		vial	20	1	1	 (vial)	Drider poison is just as deadly as those of the cave spiders it emulates. By removing the gland from under the drider's tongue however, this poison can be extracted and put to better use. Use: Can coat up to 5 pieces of slashing or piercing ammunition or 1 slashing or piercing weapon for 10 minutes. Applying the poison takes 1 minute. Any creature successfully hit receives an additional 2d8 poison damage. 
drider	Drider	20	Mark of Lolth	40 gp	1 lb.	Drow Amulet		40	1	1		Unbenownst to many is that each drider is marked by more than just the physical transformation of their lower body into that of a giant spider. Each drider also receives a permanent mark in the shape of the symbol of Lolth. The issue is that the location of this mark changes with each individual drider, so a thorough investigation of the carcass is required to find it. Once that is done however, the mark provides uses in channelling certain powers from the drow goddess, even against her own will.
dryad	Dryad	5	Dryad Hair	2 sp	3 lb.			0.2	3	1		Hair is used as a loose term, as the material covering a dryad's head more resembles loose foliage and vines than actual hair. Still, it is beautiful to behold and surprisingly strong. More ostentatious adventurers use the hair as rope to commemorate their conquest of a dryad...in either sense of the term.
dryad	Dryad	10	Dryad Sap	8 sp	1 lb.		vial	0.8	1	1	 (vial)	Instead of blood, dryads have a sap-like substance flowing through their bodies. This sap contains magical properties and can enhance the durability of a creature that is rubbed on. Use: Can be used to coat one medium or smaller creature. Applying the sap takes 1 minute, after which the sap takes effect. While under the effect of the sap, that creature is under an effect idential to that of the barkskin spell. This effect does not require any concentration check to maintain however. This effect lasts for 1 hour.
dryad	Dryad	15	Dryad Eye	4 gp	1 lb.	Eyes of Charming (DMG)		4	1	2	 (x2)	Many who have wandered through the forest at night can attest to seeing two orbs of silver or gold, dancing through the tree branches, and beckoning them to join them. These are usually the eyes of a dryad, and there are not many living creatures that can gaze into them and not be enthralled. The eyes maintain these properties even after the dryad is killed and their eyes transfigured into useful equipment for adventurers.
duergar	Duergar	10	Duergar Brainstem	2 gp	2 lb.	Potion of Growth (DMG) or Potion of Invisibility (DMG) 		2	2	1		Due to their years of slavery to the illithid race, duergar have developed a range of psionic powers. Some of these powers are inherent in any member of their race regardless of training. If one dissects the brain of a duergar, they will find that their brainstem is particularly large and often pulsates even after death. This brainstem may be used as an ingredient in various potions that temporarily grant the drinker the same powers as an average duergar.
air-elemental	Air Elemental	15	Mote of Air	100 gp	1 lb.	Elemental Gem (Blue Sapphire) (DMG)	enchanted vial	100	1	1		When an air elemental's summoned form is dispersed, it leaves behind small clumps of dust that continue to carry trace amounts of elemental energy. These need to be collected quickly in specialised containers to prevent further degradation. If collected properly, they can then be used to craft an elemental gem. Requires enchanted vial.
earth-elemental	Earth Elemental	15	Mote of Earth	100 gp	1 lb.	Elemental Gem (Yellow Diamond) (DMG)	enchanted vial	100	1	1		When an earth elemental's summoned form is dispersed, it leaves behind small clods of dirt that continue to carry trace amounts of elemental energy. These need to be collected quickly in specialised containers to prevent further degradation. If collected properly, they can then be used to craft an elemental gem. Requires enchanted vial.
fire-elemental	Fire Elemental	15	Mote of Fire	100 gp	1 lb.	Elemental Gem (Red Corundum) (DMG)	enchanted vial	100	1	1		When a fire elemental's summoned form is dispersed, it leaves behind small embers that continue to carry trace amounts of elemental energy. These need to be collected quickly in specialised containers to prevent further degradation. If collected properly, they can then be used to craft an elemental gem. Requires enchanted vial.
